year,team_id,league,city,nickname
1992,BOS,A,Boston,Red Sox
1992,CLE,A,Cleveland,Indians
1992,DET,A,Detroit,Tigers
1992,MIL,A,Milwaukee,Brewers
1992,NYA,A,New York,Yankees
1992,TOR,A,Toronto,Blue Jays
1992,CAL,A,California,Angels
1992,CHA,A,Chicago,White Sox
1992,KCA,A,Kansas City,Royals
1992,MIN,A,Minnesota,Twins
1992,OAK,A,Oakland,Athletics
1992,SEA,A,Seattle,Mariners
1992,TEX,A,Texas,Rangers
1992,CHN,N,Chicago,Cubs
1992,MON,N,Montreal,Expos
1992,NYN,N,New York,Mets
1992,PHI,N,Philadelphia,Phillies
1992,PIT,N,Pittsburgh,Pirates
1992,SLN,N,St. Louis,Cardinals
1992,ATL,N,Atlanta,Braves
1992,CIN,N,Cincinnati,Reds
1992,HOU,N,Houston,Astros
1992,LAN,N,Los Angeles,Dodgers
1992,SDN,N,San Diego,Padres
1992,SFN,N,San Francisco,Giants
1993,BAL,A,Baltimore,Orioles
1993,BOS,A,Boston,Red Sox
1993,CLE,A,Cleveland,Indians
1993,DET,A,Detroit,Tigers
1993,MIL,A,Milwaukee,Brewers
1993,NYA,A,New York,Yankees
1993,TOR,A,Toronto,Blue Jays
1993,CAL,A,California,Angels
1993,CHA,A,Chicago,White Sox
1993,KCA,A,Kansas City,Royals
1993,MIN,A,Minnesota,Twins
1993,OAK,A,Oakland,Athletics
1993,SEA,A,Seattle,Mariners
1993,TEX,A,Texas,Rangers
1993,CHN,N,Chicago,Cubs
1993,FLO,N,Florida,Marlins
1993,MON,N,Montreal,Expos
1993,NYN,N,New York,Mets
1993,PHI,N,Philadelphia,Phillies
1993,PIT,N,Pittsburgh,Pirates
1993,SLN,N,St. Louis,Cardinals
1993,ATL,N,Atlanta,Braves
1993,CIN,N,Cincinnati,Reds
1993,COL,N,Colorado,Rockies
1993,HOU,N,Houston,Astros
1993,LAN,N,Los Angeles,Dodgers
1993,SDN,N,San Diego,Padres
1993,SFN,N,San Francisco,Giants
1994,BAL,A,Baltimore,Orioles
1994,BOS,A,Boston,Red Sox
1994,CAL,A,California,Angels
1994,CHA,A,Chicago,White Sox
1994,CLE,A,Cleveland,Indians
1994,DET,A,Detroit,Tigers
1994,KCA,A,Kansas City,Royals
1994,MIL,A,Milwaukee,Brewers
1994,MIN,A,Minnesota,Twins
1994,NYA,A,New York,Yankees
1994,OAK,A,Oakland,Athletics
1994,SEA,A,Seattle,Mariners
1994,TEX,A,Texas,Rangers
1994,TOR,A,Toronto,Blue Jays
1994,ATL,N,Atlanta,Braves
1994,CHN,N,Chicago,Cubs
1994,CIN,N,Cincinnati,Reds
1994,COL,N,Colorado,Rockies
1994,FLO,N,Florida,Marlins
1994,HOU,N,Houston,Astros
1994,LAN,N,Los Angeles,Dodgers
1994,MON,N,Montreal,Expos
1994,NYN,N,New York,Mets
1994,PHI,N,Philadelphia,Phillies
1994,PIT,N,Pittsburgh,Pirates
1994,SDN,N,San Diego,Padres
1994,SFN,N,San Francisco,Giants
1994,SLN,N,St. Louis,Cardinals
1995,BAL,A,Baltimore,Orioles
1995,BOS,A,Boston,Red Sox
1995,CAL,A,California,Angels
1995,CHA,A,Chicago,White Sox
1995,CLE,A,Cleveland,Indians
1995,DET,A,Detroit,Tigers
1995,KCA,A,Kansas City,Royals
1995,MIL,A,Milwaukee,Brewers
1995,MIN,A,Minnesota,Twins
1995,NYA,A,New York,Yankees
1995,OAK,A,Oakland,Athletics
1995,SEA,A,Seattle,Mariners
1995,TEX,A,Texas,Rangers
1995,TOR,A,Toronto,Blue Jays
1995,ATL,N,Atlanta,Braves
1995,CHN,N,Chicago,Cubs
1995,CIN,N,Cincinnati,Reds
1995,COL,N,Colorado,Rockies
1995,FLO,N,Florida,Marlins
1995,HOU,N,Houston,Astros
1995,LAN,N,Los Angeles,Dodgers
1995,MON,N,Montreal,Expos
1995,NYN,N,New York,Mets
1995,PHI,N,Philadelphia,Phillies
1995,PIT,N,Pittsburgh,Pirates
1995,SDN,N,San Diego,Padres
1995,SFN,N,San Francisco,Giants
1995,SLN,N,St. Louis,Cardinals
1996,BAL,A,Baltimore,Orioles
1996,BOS,A,Boston,Red Sox
1996,CAL,A,California,Angels
1996,CHA,A,Chicago,White Sox
1996,CLE,A,Cleveland,Indians
1996,DET,A,Detroit,Tigers
1996,KCA,A,Kansas City,Royals
1996,MIL,A,Milwaukee,Brewers
1996,MIN,A,Minnesota,Twins
1996,NYA,A,New York,Yankees
1996,OAK,A,Oakland,Athletics
1996,SEA,A,Seattle,Mariners
1996,TEX,A,Texas,Rangers
1996,TOR,A,Toronto,Blue Jays
1996,ATL,N,Atlanta,Braves
1996,CHN,N,Chicago,Cubs
1996,CIN,N,Cincinnati,Reds
1996,COL,N,Colorado,Rockies
1996,FLO,N,Florida,Marlins
1996,HOU,N,Houston,Astros
1996,LAN,N,Los Angeles,Dodgers
1996,MON,N,Montreal,Expos
1996,NYN,N,New York,Mets
1996,PHI,N,Philadelphia,Phillies
1996,PIT,N,Pittsburgh,Pirates
1996,SDN,N,San Diego,Padres
1996,SFN,N,San Francisco,Giants
1996,SLN,N,St. Louis,Cardinals
1997,ANA,A,Anaheim,Angels
1997,BAL,A,Baltimore,Orioles
1997,BOS,A,Boston,Red Sox
1997,CHA,A,Chicago,White Sox
1997,CLE,A,Cleveland,Indians
1997,DET,A,Detroit,Tigers
1997,KCA,A,Kansas City,Royals
1997,MIL,A,Milwaukee,Brewers
1997,MIN,A,Minnesota,Twins
1997,NYA,A,New York,Yankees
1997,OAK,A,Oakland,Athletics
1997,SEA,A,Seattle,Mariners
1997,TEX,A,Texas,Rangers
1997,TOR,A,Toronto,Blue Jays
1997,ATL,N,Atlanta,Braves
1997,CHN,N,Chicago,Cubs
1997,CIN,N,Cincinnati,Reds
1997,COL,N,Colorado,Rockies
1997,FLO,N,Florida,Marlins
1997,HOU,N,Houston,Astros
1997,LAN,N,Los Angeles,Dodgers
1997,MON,N,Montreal,Expos
1997,NYN,N,New York,Mets
1997,PHI,N,Philadelphia,Phillies
1997,PIT,N,Pittsburgh,Pirates
1997,SDN,N,San Diego,Padres
1997,SFN,N,San Francisco,Giants
1997,SLN,N,St. Louis,Cardinals
1998,ANA,A,Anaheim,Angels
1998,BAL,A,Baltimore,Orioles
1998,BOS,A,Boston,Red Sox
1998,CHA,A,Chicago,White Sox
1998,CLE,A,Cleveland,Indians
1998,DET,A,Detroit,Tigers
1998,KCA,A,Kansas City,Royals
1998,MIN,A,Minnesota,Twins
1998,NYA,A,New York,Yankees
1998,OAK,A,Oakland,Athletics
1998,SEA,A,Seattle,Mariners
1998,TBA,A,Tampa Bay,Devil Rays
1998,TEX,A,Texas,Rangers
1998,TOR,A,Toronto,Blue Jays
1998,ARI,N,Arizona,Diamondbacks
1998,ATL,N,Atlanta,Braves
1998,CHN,N,Chicago,Cubs
1998,CIN,N,Cincinnati,Reds
1998,COL,N,Colorado,Rockies
1998,FLO,N,Florida,Marlins
1998,HOU,N,Houston,Astros
1998,LAN,N,Los Angeles,Dodgers
1998,MIL,N,Milwaukee,Brewers
1998,MON,N,Montreal,Expos
1998,NYN,N,New York,Mets
1998,PHI,N,Philadelphia,Phillies
1998,PIT,N,Pittsburgh,Pirates
1998,SDN,N,San Diego,Padres
1998,SFN,N,San Francisco,Giants
1998,SLN,N,St. Louis,Cardinals
1999,ANA,A,Anaheim,Angels
1999,BAL,A,Baltimore,Orioles
1999,BOS,A,Boston,Red Sox
1999,CHA,A,Chicago,White Sox
1999,CLE,A,Cleveland,Indians
1999,DET,A,Detroit,Tigers
1999,KCA,A,Kansas City,Royals
1999,MIN,A,Minnesota,Twins
1999,NYA,A,New York,Yankees
1999,OAK,A,Oakland,Athletics
1999,SEA,A,Seattle,Mariners
1999,TBA,A,Tampa Bay,Devil Rays
1999,TEX,A,Texas,Rangers
1999,TOR,A,Toronto,Blue Jays
1999,ARI,N,Arizona,Diamondbacks
1999,ATL,N,Atlanta,Braves
1999,CHN,N,Chicago,Cubs
1999,CIN,N,Cincinnati,Reds
1999,COL,N,Colorado,Rockies
1999,FLO,N,Florida,Marlins
1999,HOU,N,Houston,Astros
1999,LAN,N,Los Angeles,Dodgers
1999,MIL,N,Milwaukee,Brewers
1999,MON,N,Montreal,Expos
1999,NYN,N,New York,Mets
1999,PHI,N,Philadelphia,Phillies
1999,PIT,N,Pittsburgh,Pirates
1999,SDN,N,San Diego,Padres
1999,SFN,N,San Francisco,Giants
1999,SLN,N,St. Louis,Cardinals
2000,ANA,A,Anaheim,Angels
2000,BAL,A,Baltimore,Orioles
2000,BOS,A,Boston,Red Sox
2000,CHA,A,Chicago,White Sox
2000,CLE,A,Cleveland,Indians
2000,DET,A,Detroit,Tigers
2000,KCA,A,Kansas City,Royals
2000,MIN,A,Minnesota,Twins
2000,NYA,A,New York,Yankees
2000,OAK,A,Oakland,Athletics
2000,SEA,A,Seattle,Mariners
2000,TBA,A,Tampa Bay,Devil Rays
2000,TEX,A,Texas,Rangers
2000,TOR,A,Toronto,Blue Jays
2000,ARI,N,Arizona,Diamondbacks
2000,ATL,N,Atlanta,Braves
2000,CHN,N,Chicago,Cubs
2000,CIN,N,Cincinnati,Reds
2000,COL,N,Colorado,Rockies
2000,FLO,N,Florida,Marlins
2000,HOU,N,Houston,Astros
2000,LAN,N,Los Angeles,Dodgers
2000,MIL,N,Milwaukee,Brewers
2000,MON,N,Montreal,Expos
2000,NYN,N,New York,Mets
2000,PHI,N,Philadelphia,Phillies
2000,PIT,N,Pittsburgh,Pirates
2000,SDN,N,San Diego,Padres
2000,SFN,N,San Francisco,Giants
2000,SLN,N,St. Louis,Cardinals
2001,ANA,A,Anaheim,Angels
2001,BAL,A,Baltimore,Orioles
2001,BOS,A,Boston,Red Sox
2001,CHA,A,Chicago,White Sox
2001,CLE,A,Cleveland,Indians
2001,DET,A,Detroit,Tigers
2001,KCA,A,Kansas City,Royals
2001,MIN,A,Minnesota,Twins
2001,NYA,A,New York,Yankees
2001,OAK,A,Oakland,Athletics
2001,SEA,A,Seattle,Mariners
2001,TBA,A,Tampa Bay,Devil Rays
2001,TEX,A,Texas,Rangers
2001,TOR,A,Toronto,Blue Jays
2001,ARI,N,Arizona,Diamondbacks
2001,ATL,N,Atlanta,Braves
2001,CHN,N,Chicago,Cubs
2001,CIN,N,Cincinnati,Reds
2001,COL,N,Colorado,Rockies
2001,FLO,N,Florida,Marlins
2001,HOU,N,Houston,Astros
2001,LAN,N,Los Angeles,Dodgers
2001,MIL,N,Milwaukee,Brewers
2001,MON,N,Montreal,Expos
2001,NYN,N,New York,Mets
2001,PHI,N,Philadelphia,Phillies
2001,PIT,N,Pittsburgh,Pirates
2001,SDN,N,San Diego,Padres
2001,SFN,N,San Francisco,Giants
2001,SLN,N,St. Louis,Cardinals
2002,ANA,A,Anaheim,Angels
2002,BAL,A,Baltimore,Orioles
2002,BOS,A,Boston,Red Sox
2002,CHA,A,Chicago,White Sox
2002,CLE,A,Cleveland,Indians
2002,DET,A,Detroit,Tigers
2002,KCA,A,Kansas City,Royals
2002,MIN,A,Minnesota,Twins
2002,NYA,A,New York,Yankees
2002,OAK,A,Oakland,Athletics
2002,SEA,A,Seattle,Mariners
2002,TBA,A,Tampa Bay,Devil Rays
2002,TEX,A,Texas,Rangers
2002,TOR,A,Toronto,Blue Jays
2002,ARI,N,Arizona,Diamondbacks
2002,ATL,N,Atlanta,Braves
2002,CHN,N,Chicago,Cubs
2002,CIN,N,Cincinnati,Reds
2002,COL,N,Colorado,Rockies
2002,FLO,N,Florida,Marlins
2002,HOU,N,Houston,Astros
2002,LAN,N,Los Angeles,Dodgers
2002,MIL,N,Milwaukee,Brewers
2002,MON,N,Montreal,Expos
2002,NYN,N,New York,Mets
2002,PHI,N,Philadelphia,Phillies
2002,PIT,N,Pittsburgh,Pirates
2002,SDN,N,San Diego,Padres
2002,SFN,N,San Francisco,Giants
2002,SLN,N,St. Louis,Cardinals
2003,ANA,A,Anaheim,Angels
2003,BAL,A,Baltimore,Orioles
2003,BOS,A,Boston,Red Sox
2003,CHA,A,Chicago,White Sox
2003,CLE,A,Cleveland,Indians
2003,DET,A,Detroit,Tigers
2003,KCA,A,Kansas City,Royals
2003,MIN,A,Minnesota,Twins
2003,NYA,A,New York,Yankees
2003,OAK,A,Oakland,Athletics
2003,SEA,A,Seattle,Mariners
2003,TBA,A,Tampa Bay,Devil Rays
2003,TEX,A,Texas,Rangers
2003,TOR,A,Toronto,Blue Jays
2003,ARI,N,Arizona,Diamondbacks
2003,ATL,N,Atlanta,Braves
2003,CHN,N,Chicago,Cubs
2003,CIN,N,Cincinnati,Reds
2003,COL,N,Colorado,Rockies
2003,FLO,N,Florida,Marlins
2003,HOU,N,Houston,Astros
2003,LAN,N,Los Angeles,Dodgers
2003,MIL,N,Milwaukee,Brewers
2003,MON,N,Montreal,Expos
2003,NYN,N,New York,Mets
2003,PHI,N,Philadelphia,Phillies
2003,PIT,N,Pittsburgh,Pirates
2003,SDN,N,San Diego,Padres
2003,SFN,N,San Francisco,Giants
2003,SLN,N,St. Louis,Cardinals
2004,ANA,A,Anaheim,Angels
2004,BAL,A,Baltimore,Orioles
2004,BOS,A,Boston,Red Sox
2004,CHA,A,Chicago,White Sox
2004,CLE,A,Cleveland,Indians
2004,DET,A,Detroit,Tigers
2004,KCA,A,Kansas City,Royals
2004,MIN,A,Minnesota,Twins
2004,NYA,A,New York,Yankees
2004,OAK,A,Oakland,Athletics
2004,SEA,A,Seattle,Mariners
2004,TBA,A,Tampa Bay,Devil Rays
2004,TEX,A,Texas,Rangers
2004,TOR,A,Toronto,Blue Jays
2004,ARI,N,Arizona,Diamondbacks
2004,ATL,N,Atlanta,Braves
2004,CHN,N,Chicago,Cubs
2004,CIN,N,Cincinnati,Reds
2004,COL,N,Colorado,Rockies
2004,FLO,N,Florida,Marlins
2004,HOU,N,Houston,Astros
2004,LAN,N,Los Angeles,Dodgers
2004,MIL,N,Milwaukee,Brewers
2004,MON,N,Montreal,Expos
2004,NYN,N,New York,Mets
2004,PHI,N,Philadelphia,Phillies
2004,PIT,N,Pittsburgh,Pirates
2004,SDN,N,San Diego,Padres
2004,SFN,N,San Francisco,Giants
2004,SLN,N,St. Louis,Cardinals
2005,ANA,A,Anaheim,Angels
2005,BAL,A,Baltimore,Orioles
2005,BOS,A,Boston,Red Sox
2005,CHA,A,Chicago,White Sox
2005,CLE,A,Cleveland,Indians
2005,DET,A,Detroit,Tigers
2005,KCA,A,Kansas City,Royals
2005,MIN,A,Minnesota,Twins
2005,NYA,A,New York,Yankees
2005,OAK,A,Oakland,Athletics
2005,SEA,A,Seattle,Mariners
2005,TBA,A,Tampa Bay,Devil Rays
2005,TEX,A,Texas,Rangers
2005,TOR,A,Toronto,Blue Jays
2005,ARI,N,Arizona,Diamondbacks
2005,ATL,N,Atlanta,Braves
2005,CHN,N,Chicago,Cubs
2005,CIN,N,Cincinnati,Reds
2005,COL,N,Colorado,Rockies
2005,FLO,N,Florida,Marlins
2005,HOU,N,Houston,Astros
2005,LAN,N,Los Angeles,Dodgers
2005,MIL,N,Milwaukee,Brewers
2005,NYN,N,New York,Mets
2005,PHI,N,Philadelphia,Phillies
2005,PIT,N,Pittsburgh,Pirates
2005,SDN,N,San Diego,Padres
2005,SFN,N,San Francisco,Giants
2005,SLN,N,St. Louis,Cardinals
2005,WAS,N,Washington,Nationals
2006,ANA,A,Anaheim,Angels
2006,BAL,A,Baltimore,Orioles
2006,BOS,A,Boston,Red Sox
2006,CHA,A,Chicago,White Sox
2006,CLE,A,Cleveland,Indians
2006,DET,A,Detroit,Tigers
2006,KCA,A,Kansas City,Royals
2006,MIN,A,Minnesota,Twins
2006,NYA,A,New York,Yankees
2006,OAK,A,Oakland,Athletics
2006,SEA,A,Seattle,Mariners
2006,TBA,A,Tampa Bay,Devil Rays
2006,TEX,A,Texas,Rangers
2006,TOR,A,Toronto,Blue Jays
2006,ARI,N,Arizona,Diamondbacks
2006,ATL,N,Atlanta,Braves
2006,CHN,N,Chicago,Cubs
2006,CIN,N,Cincinnati,Reds
2006,COL,N,Colorado,Rockies
2006,FLO,N,Florida,Marlins
2006,HOU,N,Houston,Astros
2006,LAN,N,Los Angeles,Dodgers
2006,MIL,N,Milwaukee,Brewers
2006,NYN,N,New York,Mets
2006,PHI,N,Philadelphia,Phillies
2006,PIT,N,Pittsburgh,Pirates
2006,SDN,N,San Diego,Padres
2006,SFN,N,San Francisco,Giants
2006,SLN,N,St. Louis,Cardinals
2006,WAS,N,Washington,Nationals
2007,ANA,A,Anaheim,Angels
2007,BAL,A,Baltimore,Orioles
2007,BOS,A,Boston,Red Sox
2007,CHA,A,Chicago,White Sox
2007,CLE,A,Cleveland,Indians
2007,DET,A,Detroit,Tigers
2007,KCA,A,Kansas City,Royals
2007,MIN,A,Minnesota,Twins
2007,NYA,A,New York,Yankees
2007,OAK,A,Oakland,Athletics
2007,SEA,A,Seattle,Mariners
2007,TBA,A,Tampa Bay,Devil Rays
2007,TEX,A,Texas,Rangers
2007,TOR,A,Toronto,Blue Jays
2007,ARI,N,Arizona,Diamondbacks
2007,ATL,N,Atlanta,Braves
2007,CHN,N,Chicago,Cubs
2007,CIN,N,Cincinnati,Reds
2007,COL,N,Colorado,Rockies
2007,FLO,N,Florida,Marlins
2007,HOU,N,Houston,Astros
2007,LAN,N,Los Angeles,Dodgers
2007,MIL,N,Milwaukee,Brewers
2007,NYN,N,New York,Mets
2007,PHI,N,Philadelphia,Phillies
2007,PIT,N,Pittsburgh,Pirates
2007,SDN,N,San Diego,Padres
2007,SFN,N,San Francisco,Giants
2007,SLN,N,St. Louis,Cardinals
2007,WAS,N,Washington,Nationals
2008,ANA,A,Anaheim,Angels
2008,BAL,A,Baltimore,Orioles
2008,BOS,A,Boston,Red Sox
2008,CHA,A,Chicago,White Sox
2008,CLE,A,Cleveland,Indians
2008,DET,A,Detroit,Tigers
2008,KCA,A,Kansas City,Royals
2008,MIN,A,Minnesota,Twins
2008,NYA,A,New York,Yankees
2008,OAK,A,Oakland,Athletics
2008,SEA,A,Seattle,Mariners
2008,TBA,A,Tampa Bay,Rays
2008,TEX,A,Texas,Rangers
2008,TOR,A,Toronto,Blue Jays
2008,ARI,N,Arizona,Diamondbacks
2008,ATL,N,Atlanta,Braves
2008,CHN,N,Chicago,Cubs
2008,CIN,N,Cincinnati,Reds
2008,COL,N,Colorado,Rockies
2008,FLO,N,Florida,Marlins
2008,HOU,N,Houston,Astros
2008,LAN,N,Los Angeles,Dodgers
2008,MIL,N,Milwaukee,Brewers
2008,NYN,N,New York,Mets
2008,PHI,N,Philadelphia,Phillies
2008,PIT,N,Pittsburgh,Pirates
2008,SDN,N,San Diego,Padres
2008,SFN,N,San Francisco,Giants
2008,SLN,N,St. Louis,Cardinals
2008,WAS,N,Washington,Nationals
2009,ANA,A,Anaheim,Angels
2009,BAL,A,Baltimore,Orioles
2009,BOS,A,Boston,Red Sox
2009,CHA,A,Chicago,White Sox
2009,CLE,A,Cleveland,Indians
2009,DET,A,Detroit,Tigers
2009,KCA,A,Kansas City,Royals
2009,MIN,A,Minnesota,Twins
2009,NYA,A,New York,Yankees
2009,OAK,A,Oakland,Athletics
2009,SEA,A,Seattle,Mariners
2009,TBA,A,Tampa Bay,Rays
2009,TEX,A,Texas,Rangers
2009,TOR,A,Toronto,Blue Jays
2009,ARI,N,Arizona,Diamondbacks
2009,ATL,N,Atlanta,Braves
2009,CHN,N,Chicago,Cubs
2009,CIN,N,Cincinnati,Reds
2009,COL,N,Colorado,Rockies
2009,FLO,N,Florida,Marlins
2009,HOU,N,Houston,Astros
2009,LAN,N,Los Angeles,Dodgers
2009,MIL,N,Milwaukee,Brewers
2009,NYN,N,New York,Mets
2009,PHI,N,Philadelphia,Phillies
2009,PIT,N,Pittsburgh,Pirates
2009,SDN,N,San Diego,Padres
2009,SFN,N,San Francisco,Giants
2009,SLN,N,St. Louis,Cardinals
2009,WAS,N,Washington,Nationals
2010,ANA,A,Anaheim,Angels
2010,BAL,A,Baltimore,Orioles
2010,BOS,A,Boston,Red Sox
2010,CHA,A,Chicago,White Sox
2010,CLE,A,Cleveland,Indians
2010,DET,A,Detroit,Tigers
2010,KCA,A,Kansas City,Royals
2010,MIN,A,Minnesota,Twins
2010,NYA,A,New York,Yankees
2010,OAK,A,Oakland,Athletics
2010,SEA,A,Seattle,Mariners
2010,TBA,A,Tampa Bay,Rays
2010,TEX,A,Texas,Rangers
2010,TOR,A,Toronto,Blue Jays
2010,ARI,N,Arizona,Diamondbacks
2010,ATL,N,Atlanta,Braves
2010,CHN,N,Chicago,Cubs
2010,CIN,N,Cincinnati,Reds
2010,COL,N,Colorado,Rockies
2010,FLO,N,Florida,Marlins
2010,HOU,N,Houston,Astros
2010,LAN,N,Los Angeles,Dodgers
2010,MIL,N,Milwaukee,Brewers
2010,NYN,N,New York,Mets
2010,PHI,N,Philadelphia,Phillies
2010,PIT,N,Pittsburgh,Pirates
2010,SDN,N,San Diego,Padres
2010,SFN,N,San Francisco,Giants
2010,SLN,N,St. Louis,Cardinals
2010,WAS,N,Washington,Nationals
2011,ANA,A,Anaheim,Angels
2011,BAL,A,Baltimore,Orioles
2011,BOS,A,Boston,Red Sox
2011,CHA,A,Chicago,White Sox
2011,CLE,A,Cleveland,Indians
2011,DET,A,Detroit,Tigers
2011,KCA,A,Kansas City,Royals
2011,MIN,A,Minnesota,Twins
2011,NYA,A,New York,Yankees
2011,OAK,A,Oakland,Athletics
2011,SEA,A,Seattle,Mariners
2011,TBA,A,Tampa Bay,Rays
2011,TEX,A,Texas,Rangers
2011,TOR,A,Toronto,Blue Jays
2011,ARI,N,Arizona,Diamondbacks
2011,ATL,N,Atlanta,Braves
2011,CHN,N,Chicago,Cubs
2011,CIN,N,Cincinnati,Reds
2011,COL,N,Colorado,Rockies
2011,FLO,N,Florida,Marlins
2011,HOU,N,Houston,Astros
2011,LAN,N,Los Angeles,Dodgers
2011,MIL,N,Milwaukee,Brewers
2011,NYN,N,New York,Mets
2011,PHI,N,Philadelphia,Phillies
2011,PIT,N,Pittsburgh,Pirates
2011,SDN,N,San Diego,Padres
2011,SFN,N,San Francisco,Giants
2011,SLN,N,St. Louis,Cardinals
2011,WAS,N,Washington,Nationals
2012,ANA,A,Anaheim,Angels
2012,BAL,A,Baltimore,Orioles
2012,BOS,A,Boston,Red Sox
2012,CHA,A,Chicago,White Sox
2012,CLE,A,Cleveland,Indians
2012,DET,A,Detroit,Tigers
2012,KCA,A,Kansas City,Royals
2012,MIN,A,Minnesota,Twins
2012,NYA,A,New York,Yankees
2012,OAK,A,Oakland,Athletics
2012,SEA,A,Seattle,Mariners
2012,TBA,A,Tampa Bay,Rays
2012,TEX,A,Texas,Rangers
2012,TOR,A,Toronto,Blue Jays
2012,ARI,N,Arizona,Diamondbacks
2012,ATL,N,Atlanta,Braves
2012,CHN,N,Chicago,Cubs
2012,CIN,N,Cincinnati,Reds
2012,COL,N,Colorado,Rockies
2012,HOU,N,Houston,Astros
2012,LAN,N,Los Angeles,Dodgers
2012,MIA,N,Miami,Marlins
2012,MIL,N,Milwaukee,Brewers
2012,NYN,N,New York,Mets
2012,PHI,N,Philadelphia,Phillies
2012,PIT,N,Pittsburgh,Pirates
2012,SDN,N,San Diego,Padres
2012,SFN,N,San Francisco,Giants
2012,SLN,N,St. Louis,Cardinals
2012,WAS,N,Washington,Nationals
2013,ANA,A,Anaheim,Angels
2013,BAL,A,Baltimore,Orioles
2013,BOS,A,Boston,Red Sox
2013,CHA,A,Chicago,White Sox
2013,CLE,A,Cleveland,Indians
2013,DET,A,Detroit,Tigers
2013,HOU,A,Houston,Astros
2013,KCA,A,Kansas City,Royals
2013,MIN,A,Minnesota,Twins
2013,NYA,A,New York,Yankees
2013,OAK,A,Oakland,Athletics
2013,SEA,A,Seattle,Mariners
2013,TBA,A,Tampa Bay,Rays
2013,TEX,A,Texas,Rangers
2013,TOR,A,Toronto,Blue Jays
2013,ARI,N,Arizona,Diamondbacks
2013,ATL,N,Atlanta,Braves
2013,CHN,N,Chicago,Cubs
2013,CIN,N,Cincinnati,Reds
2013,COL,N,Colorado,Rockies
2013,LAN,N,Los Angeles,Dodgers
2013,MIA,N,Miami,Marlins
2013,MIL,N,Milwaukee,Brewers
2013,NYN,N,New York,Mets
2013,PHI,N,Philadelphia,Phillies
2013,PIT,N,Pittsburgh,Pirates
2013,SDN,N,San Diego,Padres
2013,SFN,N,San Francisco,Giants
2013,SLN,N,St. Louis,Cardinals
2013,WAS,N,Washington,Nationals
2014,ANA,A,Anaheim,Angels
2014,BAL,A,Baltimore,Orioles
2014,BOS,A,Boston,Red Sox
2014,CHA,A,Chicago,White Sox
2014,CLE,A,Cleveland,Indians
2014,DET,A,Detroit,Tigers
2014,HOU,A,Houston,Astros
2014,KCA,A,Kansas City,Royals
2014,MIN,A,Minnesota,Twins
2014,NYA,A,New York,Yankees
2014,OAK,A,Oakland,Athletics
2014,SEA,A,Seattle,Mariners
2014,TBA,A,Tampa Bay,Rays
2014,TEX,A,Texas,Rangers
2014,TOR,A,Toronto,Blue Jays
2014,ARI,N,Arizona,Diamondbacks
2014,ATL,N,Atlanta,Braves
2014,CHN,N,Chicago,Cubs
2014,CIN,N,Cincinnati,Reds
2014,COL,N,Colorado,Rockies
2014,LAN,N,Los Angeles,Dodgers
2014,MIA,N,Miami,Marlins
2014,MIL,N,Milwaukee,Brewers
2014,NYN,N,New York,Mets
2014,PHI,N,Philadelphia,Phillies
2014,PIT,N,Pittsburgh,Pirates
2014,SDN,N,San Diego,Padres
2014,SFN,N,San Francisco,Giants
2014,SLN,N,St. Louis,Cardinals
2014,WAS,N,Washington,Nationals
2015,ANA,A,Anaheim,Angels
2015,BAL,A,Baltimore,Orioles
2015,BOS,A,Boston,Red Sox
2015,CHA,A,Chicago,White Sox
2015,CLE,A,Cleveland,Indians
2015,DET,A,Detroit,Tigers
2015,HOU,A,Houston,Astros
2015,KCA,A,Kansas City,Royals
2015,MIN,A,Minnesota,Twins
2015,NYA,A,New York,Yankees
2015,OAK,A,Oakland,Athletics
2015,SEA,A,Seattle,Mariners
2015,TBA,A,Tampa Bay,Rays
2015,TEX,A,Texas,Rangers
2015,TOR,A,Toronto,Blue Jays
2015,ARI,N,Arizona,Diamondbacks
2015,ATL,N,Atlanta,Braves
2015,CHN,N,Chicago,Cubs
2015,CIN,N,Cincinnati,Reds
2015,COL,N,Colorado,Rockies
2015,LAN,N,Los Angeles,Dodgers
2015,MIA,N,Miami,Marlins
2015,MIL,N,Milwaukee,Brewers
2015,NYN,N,New York,Mets
2015,PHI,N,Philadelphia,Phillies
2015,PIT,N,Pittsburgh,Pirates
2015,SDN,N,San Diego,Padres
2015,SFN,N,San Francisco,Giants
2015,SLN,N,St. Louis,Cardinals
2015,WAS,N,Washington,Nationals
2016,ANA,A,Anaheim,Angels
2016,BAL,A,Baltimore,Orioles
2016,BOS,A,Boston,Red Sox
2016,CHA,A,Chicago,White Sox
2016,CLE,A,Cleveland,Indians
2016,DET,A,Detroit,Tigers
2016,HOU,A,Houston,Astros
2016,KCA,A,Kansas City,Royals
2016,MIN,A,Minnesota,Twins
2016,NYA,A,New York,Yankees
2016,OAK,A,Oakland,Athletics
2016,SEA,A,Seattle,Mariners
2016,TBA,A,Tampa Bay,Rays
2016,TEX,A,Texas,Rangers
2016,TOR,A,Toronto,Blue Jays
2016,ARI,N,Arizona,Diamondbacks
2016,ATL,N,Atlanta,Braves
2016,CHN,N,Chicago,Cubs
2016,CIN,N,Cincinnati,Reds
2016,COL,N,Colorado,Rockies
2016,LAN,N,Los Angeles,Dodgers
2016,MIA,N,Miami,Marlins
